elapsed_ms,elapsed_s,timestamp,flag_ppg_warmup,flag_hr_artefact,heart_rate_bpm,heart_rate_clean_bpm,spo2_pct,o2_pct,ambient_temp_c,ambient_humidity_pct,pressure_a_pa,pressure_b_pa,pressure_c_ambient_pa,pressure_diff_ac_pa,pressure_diff_bc_pa,temp_bmp_a_c,temp_bmp_b_c,temp_bmp_c_c,imu_x,imu_y,imu_z,gyro_x,gyro_y,gyro_z,ppg_ir,ppg_red
12016,12.016,2026-02-02 17:27:53.290000+00:00,0,0,57.0,57.0,97.0,18.983,28.129,53.227,100961.922,100928.828,100808.969,152.953,119.859,28.07,27.901,32.605,0.125,-0.192,0.969,250,-101,41,65346,63781
12106,12.106,2026-02-02 17:27:53.380000+00:00,0,0,57.0,57.0,97.0,18.983,28.129,55.279,100878.797,100928.344,100809.047,69.75,119.297,28.068,27.899,32.608,0.104,-0.173,0.939,-44,38,-76,72922,72139
12208,12.208,2026-02-02 17:27:53.482000+00:00,0,0,54.0,54.0,97.0,18.983,28.14,59.132,100769.328,100927.234,100809.172,-39.844,118.063,28.07,27.898,32.61,0.101,-0.195,0.974,168,-46,59,72922,72139
12285,12.285,2026-02-02 17:27:53.559000+00:00,0,0,54.0,54.0,97.0,18.983,28.172,59.132,100725.719,100925.891,100809.5,-83.781,116.391,28.072,27.902,32.609,0.125,-0.177,0.951,-86,-9,-128,72922,72139
12420,12.42,2026-02-02 17:27:53.694000+00:00,0,0,54.0,54.0,97.0,18.983,28.172,62.825,100660.984,100921.094,100809.422,-148.438,111.672,28.076,27.905,32.615,0.12,-0.191,0.969,98,40,23,74147,72822
12511,12.511,2026-02-02 17:27:53.785000+00:00,0,0,54.0,54.0,97.0,19.014,28.204,62.825,100645.906,100919.234,100809.172,-163.266,110.063,28.077,27.904,32.621,0.12,-0.168,0.956,65,-18,36,74147,72822
12601,12.601,2026-02-02 17:27:53.875000+00:00,0,0,54.0,54.0,97.0,19.014,28.215,66.067,100633.25,100917.297,100809.594,-176.344,107.703,28.079,27.906,32.615,0.116,-0.175,0.965,11,-22,48,72837,71154
12738,12.738,2026-02-02 17:27:54.012000+00:00,0,0,54.0,54.0,97.0,19.046,28.215,68.913,100619.625,100915.75,100809.359,-189.734,106.391,28.078,27.906,32.621,0.118,-0.167,0.957,-13,33,-88,72837,71154
12825,12.825,2026-02-02 17:27:54.099000+00:00,0,0,54.0,54.0,97.0,19.046,28.215,68.913,100615.688,100913.781,100809.406,-193.719,104.375,28.09,27.908,32.623,0.095,-0.169,0.983,314,-109,105,72837,71154
12872,12.872,2026-02-02 17:27:54.146000+00:00,0,0,54.0,54.0,97.0,19.046,28.215,71.042,100609.875,100911.75,100809.313,-199.438,102.438,28.09,27.906,32.625,0.122,-0.172,0.949,-164,100,-81,72084,70668
13005,13.005,2026-02-02 17:27:54.279000+00:00,0,0,54.0,54.0,97.0,19.014,28.215,72.735,100595.734,100909.531,100809.484,-213.75,100.047,28.092,27.903,32.623,0.106,-0.169,0.968,64,22,-13,72084,70668
13096,13.096,2026-02-02 17:27:54.370000+00:00,0,0,54.0,54.0,97.0,19.066,28.215,72.735,100585.75,100908.328,100809.391,-223.641,98.938,28.094,27.908,32.624,0.108,-0.168,0.96,23,13,25,71153,70159
13203,13.203,2026-02-02 17:27:54.477000+00:00,0,0,54.0,54.0,97.0,19.014,28.215,74.376,100580.891,100906.094,100809.031,-228.141,97.063,28.093,27.912,32.633,0.115,-0.16,0.962,191,-16,10,71153,70159
13276,13.276,2026-02-02 17:27:54.550000+00:00,0,0,54.0,54.0,97.0,19.014,28.204,74.376,100584.125,100904.938,100809.313,-225.188,95.625,28.089,27.91,32.63,0.11,-0.174,0.968,-44,-15,-45,71153,70159
13411,13.411,2026-02-02 17:27:54.685000+00:00,0,0,54.0,54.0,97.0,19.014,28.215,75.802,100596.438,100904.281,100809.859,-213.422,94.422,28.095,27.913,32.633,0.12,-0.16,0.961,-12,21,6,71065,70348
13501,13.501,2026-02-02 17:27:54.775000+00:00,0,0,54.0,54.0,97.0,18.983,28.215,76.802,100607.156,100902.438,100809.156,-202.0,93.281,28.088,27.914,32.633,0.104,-0.166,0.971,-38,-6,0,71065,70348
13591,13.591,2026-02-02 17:27:54.865000+00:00,0,0,54.0,54.0,97.0,18.951,28.194,76.802,100630.016,100902.766,100809.203,-179.188,93.563,28.087,27.913,32.634,0.115,-0.159,0.96,35,-8,64,69185,69253
13705,13.705,2026-02-02 17:27:54.979000+00:00,0,0,54.0,54.0,97.0,18.951,28.172,77.023,100695.125,100906.047,100808.797,-113.672,97.25,28.093,27.911,32.635,0.108,-0.183,0.96,-105,91,37,69185,69253
13815,13.815,2026-02-02 17:27:55.089000+00:00,0,0,54.0,54.0,97.0,18.919,28.172,73.994,100759.813,100911.594,100808.813,-49.0,102.781,28.091,27.914,32.64,0.104,-0.165,0.969,121,-22,181,69185,69253
13906,13.906,2026-02-02 17:27:55.180000+00:00,0,0,54.0,54.0,97.0,18.887,28.151,73.994,100939.5,100916.031,100808.844,130.656,107.188,28.093,27.911,32.648,0.126,-0.192,0.954,-113,12,19,66502,68059
14042,14.042,2026-02-02 17:27:55.316000+00:00,0,0,54.0,54.0,97.0,18.855,28.151,69.394,101017.953,100920.094,100809.109,208.844,110.984,28.082,27.91,32.644,0.116,-0.173,0.949,-41,21,-3,66502,68059
14085,14.085,2026-02-02 17:27:55.359000+00:00,0,0,54.0,54.0,97.0,18.855,28.151,69.394,101057.141,100923.156,100809.109,248.031,114.047,28.088,27.917,32.647,0.092,-0.188,0.966,-143,86,4,66229,68649
14176,14.176,2026-02-02 17:27:55.450000+00:00,0,0,54.0,54.0,97.0,18.823,28.129,65.404,101081.797,100925.172,100808.906,272.891,116.266,28.085,27.914,32.651,0.103,-0.195,0.963,-101,-12,-45,66229,68649
14311,14.311,2026-02-02 17:27:55.585000+00:00,0,0,54.0,54.0,97.0,18.804,28.129,62.001,101103.781,100926.656,100809.0,294.781,117.656,28.086,27.913,32.651,0.112,-0.177,0.954,-48,50,-47,66229,68649
14401,14.401,2026-02-02 17:27:55.675000+00:00,0,0,54.0,54.0,97.0,18.804,28.129,62.001,101120.578,100928.984,100808.969,311.609,120.016,28.077,27.912,32.654,0.099,-0.202,0.97,106,-54,72,64273,67202
14491,14.491,2026-02-02 17:27:55.765000+00:00,0,0,54.0,54.0,97.0,18.792,28.14,58.995,101131.828,100929.703,100809.234,322.594,120.469,28.087,27.914,32.654,0.109,-0.176,0.954,-86,111,10,64273,67202
14580,14.58,2026-02-02 17:27:55.854000+00:00,0,0,54.0,54.0,97.0,18.76,28.14,56.492,101141.734,100930.906,100808.969,332.766,121.938,28.082,27.911,32.656,0.111,-0.185,0.957,65,-8,62,60546,63329
14726,14.726,2026-02-02 17:27:56+00:00,0,0,54.0,54.0,97.0,18.76,28.151,56.492,101150.5,100932.406,100808.938,341.563,123.469,28.078,27.919,32.66,0.094,-0.19,0.964,-113,77,-22,60546,63329
14804,14.804,2026-02-02 17:27:56.078000+00:00,0,0,54.0,54.0,97.0,18.804,28.151,54.333,101155.891,100932.688,100808.906,346.984,123.781,28.076,27.91,32.658,0.112,-0.172,0.958,37,-23,-4,60546,63329
14896,14.896,2026-02-02 17:27:56.170000+00:00,0,0,54.0,54.0,97.0,18.792,28.151,54.333,101173.563,100933.313,100808.906,364.656,124.406,28.078,27.91,32.666,0.102,-0.178,0.945,57,123,53,65023,67763
14985,14.985,2026-02-02 17:27:56.259000+00:00,0,0,54.0,54.0,97.0,18.792,28.14,52.807,100984.344,100930.047,100808.438,175.906,121.609,28.085,27.912,32.664,0.099,-0.198,0.971,69,-134,69,65023,67763
15119,15.119,2026-02-02 17:27:56.393000+00:00,0,0,54.0,54.0,97.0,18.815,28.14,54.127,100956.219,100927.109,100809.516,146.703,117.594,28.083,27.915,32.666,0.125,-0.188,0.953,114,-29,-3,70737,74228
15256,15.256,2026-02-02 17:27:56.530000+00:00,0,0,53.0,53.0,98.0,18.823,28.161,54.127,100909.234,100923.031,100808.922,100.313,114.109,28.081,27.916,32.668,0.092,-0.166,0.967,32,-45,67,70737,74228
15301,15.301,2026-02-02 17:27:56.575000+00:00,0,0,53.0,53.0,98.0,18.823,28.183,56.897,100833.938,100922.516,100808.672,25.266,113.844,28.087,27.913,32.671,0.113,-0.186,0.972,14,-18,25,70737,74228
15390,15.39,2026-02-02 17:27:56.664000+00:00,0,0,53.0,53.0,98.0,18.887,28.183,60.948,100776.375,100922.016,100809.281,-32.906,112.734,28.086,27.915,32.671,0.101,-0.167,0.967,90,-51,-65,78644,78313
15481,15.481,2026-02-02 17:27:56.755000+00:00,0,0,53.0,53.0,98.0,18.887,28.194,60.948,100725.578,100921.984,100808.891,-83.313,113.094,28.09,27.916,32.667,0.123,-0.184,0.955,-33,-1,-11,78644,78313
15572,15.572,2026-02-02 17:27:56.846000+00:00,0,0,53.0,53.0,98.0,18.887,28.194,64.534,100685.938,100920.266,100809.719,-123.781,110.547,28.094,27.915,32.674,0.108,-0.168,0.965,98,-10,43,77507,76963
15705,15.705,2026-02-02 17:27:56.979000+00:00,0,0,53.0,53.0,98.0,18.887,28.215,64.534,100661.25,100918.156,100809.047,-147.797,109.109,28.098,27.918,32.672,0.121,-0.184,0.956,-28,55,-58,77507,76963
15818,15.818,2026-02-02 17:27:57.092000+00:00,0,0,53.0,53.0,98.0,18.887,28.226,67.387,100643.531,100916.484,100809.188,-165.656,107.297,28.1,27.916,32.676,0.109,-0.172,0.963,64,-30,12,77507,76963
15886,15.886,2026-02-02 17:27:57.160000+00:00,0,0,53.0,53.0,98.0,18.919,28.226,69.821,100630.766,100914.5,100809.047,-178.281,105.453,28.097,27.924,32.684,0.118,-0.169,0.951,-45,20,6,77417,76532
16020,16.02,2026-02-02 17:27:57.294000+00:00,0,0,53.0,53.0,98.0,18.919,28.236,69.821,100619.141,100912.703,100808.703,-189.563,104.0,28.103,27.92,32.685,0.122,-0.167,0.959,13,-7,3,77417,76532
16157,16.157,2026-02-02 17:27:57.431000+00:00,0,0,53.0,53.0,98.0,18.919,28.204,71.621,100612.313,100910.781,100809.016,-196.703,101.766,28.098,27.922,32.683,0.109,-0.168,0.965,2,26,31,75672,75179
16200,16.2,2026-02-02 17:27:57.474000+00:00,0,0,53.0,53.0,98.0,18.919,28.204,73.224,100608.359,100909.406,100809.375,-201.016,100.031,28.102,27.916,32.686,0.125,-0.167,0.957,65,9,29,75672,75179
16296,16.296,2026-02-02 17:27:57.570000+00:00,0,0,55.0,55.0,98.0,18.919,28.215,73.224,100609.016,100907.672,100809.516,-200.5,98.156,28.105,27.915,32.687,0.111,-0.177,0.969,17,26,-12,75672,75179
16404,16.404,2026-02-02 17:27:57.678000+00:00,0,0,55.0,55.0,98.0,18.919,28.215,73.224,100618.734,100907.016,100809.609,-190.875,97.406,28.109,27.925,32.686,0.11,-0.159,0.965,62,-31,93,76310,76030
16472,16.472,2026-02-02 17:27:57.746000+00:00,0,0,55.0,55.0,98.0,18.887,28.194,74.742,100634.078,100905.859,100809.094,-175.016,96.766,28.102,27.924,32.692,0.108,-0.164,0.968,-8,25,-15,76310,76030
16606,16.606,2026-02-02 17:27:57.880000+00:00,0,0,55.0,55.0,98.0,18.887,28.194,75.429,100671.766,100906.359,100809.328,-137.563,97.031,28.112,27.919,32.694,0.101,-0.17,0.962,129,8,74,75146,76061
16696,16.696,2026-02-02 17:27:57.970000+00:00,0,0,55.0,55.0,98.0,18.855,28.204,75.429,100732.547,100907.625,100808.875,-76.328,98.75,28.11,27.92,32.697,0.114,-0.179,0.958,-121,72,40,75146,76061
16791,16.791,2026-02-02 17:27:58.065000+00:00,0,0,55.0,55.0,98.0,18.855,28.194,74.849,100752.125,100912.828,100809.25,-57.125,103.578,28.102,27.923,32.699,0.103,-0.176,0.971,-65,34,1,75146,76061
16876,16.876,2026-02-02 17:27:58.150000+00:00,0,0,55.0,55.0,98.0,18.823,28.194,70.95,100911.406,100917.25,100809.094,102.313,108.156,28.099,27.931,32.701,0.128,-0.19,0.957,-12,23,64,72269,74527
17009,17.009,2026-02-02 17:27:58.283000+00:00,0,0,55.0,55.0,98.0,18.823,28.183,70.95,101035.516,100921.734,100809.188,226.328,112.547,28.101,27.921,32.705,0.11,-0.14,0.954,-60,7,-96,72269,74527
